fixtureID,timestamp,home_team_id,home_team_name,home_goals,away_goals,away_team_id,away_team_name
1047434,1691175600,74,Sheffield Wednesday,1,2,41,Southampton
1047435,1691244000,67,Blackburn,2,1,60,West Brom
1047436,1691244000,56,Bristol City,1,1,59,Preston
1047437,1691244000,70,Middlesbrough,0,1,58,Millwall
1047438,1691244000,71,Norwich,2,1,64,Hull City
1047439,1691244000,1357,Plymouth,3,1,37,Huddersfield
1047440,1691244000,75,Stoke City,4,1,73,Rotherham
1047441,1691244000,76,Swansea,1,1,54,Birmingham
1047442,1691244000,38,Watford,4,0,72,QPR
1047443,1691319600,46,Leicester,2,1,1346,Coventry
1047444,1691328600,63,Leeds,2,2,43,Cardiff
1047445,1691337600,746,Sunderland,1,2,57,Ipswich
1047446,1691839800,1346,Coventry,3,0,70,Middlesbrough
1047447,1691848800,54,Birmingham,1,0,63,Leeds
1047448,1691848800,43,Cardiff,1,2,72,QPR
1047449,1691848800,37,Huddersfield,0,1,46,Leicester
1047450,1691848800,64,Hull City,4,2,74,Sheffield Wednesday
1047451,1691848800,57,Ipswich,2,0,75,Stoke City
1047452,1691848800,58,Millwall,0,1,56,Bristol City
1047453,1691848800,59,Preston,2,1,746,Sunderland
1047454,1691848800,73,Rotherham,2,2,67,Blackburn
1047455,1691848800,41,Southampton,4,4,71,Norwich
1047456,1691848800,38,Watford,0,0,1357,Plymouth
1047457,1691848800,60,West Brom,3,2,76,Swansea
1047458,1692385200,63,Leeds,1,1,60,West Brom
1047459,1692444600,1357,Plymouth,1,2,41,Southampton
1047460,1692453600,67,Blackburn,1,2,64,Hull City
1047461,1692453600,56,Bristol City,0,2,54,Birmingham
1047462,1692453600,46,Leicester,2,1,43,Cardiff
1047463,1692453600,70,Middlesbrough,1,1,37,Huddersfield
1047464,1692453600,72,QPR,0,1,57,Ipswich
1047465,1692453600,74,Sheffield Wednesday,0,1,59,Preston
1047466,1692453600,75,Stoke City,1,0,38,Watford
1047467,1692453600,746,Sunderland,2,1,73,Rotherham
1047468,1692453600,76,Swansea,1,1,1346,Coventry
1047469,1692529200,71,Norwich,3,1,58,Millwall
1047470,1692988200,64,Hull City,1,1,56,Bristol City
1047471,1693058400,54,Birmingham,2,1,1357,Plymouth
1047472,1693058400,43,Cardiff,2,1,74,Sheffield Wednesday
1047473,1693058400,1346,Coventry,0,0,746,Sunderland
1047474,1693058400,37,Huddersfield,0,4,71,Norwich
1047475,1693058400,57,Ipswich,3,4,63,Leeds
1047476,1693058400,58,Millwall,1,0,75,Stoke City
1047477,1693058400,59,Preston,2,1,76,Swansea
1047478,1693058400,73,Rotherham,1,2,46,Leicester
1047479,1693058400,41,Southampton,2,1,72,QPR
1047480,1693134000,38,Watford,0,1,67,Blackburn
1047481,1693058400,60,West Brom,4,2,70,Middlesbrough
1047482,1693654200,54,Birmingham,1,1,58,Millwall
1047483,1693663200,1346,Coventry,3,3,38,Watford
1047484,1693663200,57,Ipswich,3,2,43,Cardiff
1047485,1693663200,63,Leeds,0,0,74,Sheffield Wednesday
1047486,1693663200,46,Leicester,0,1,64,Hull City
1047487,1693663200,70,Middlesbrough,0,2,72,QPR
1047488,1693663200,1357,Plymouth,3,0,67,Blackburn
1047489,1693663200,73,Rotherham,2,1,71,Norwich
1047490,1693663200,75,Stoke City,0,2,59,Preston
