id,fixtureID,team_id,position,goals,shots,xg,time
987,868167,55,away,1.00,2.00,2.01,1676127600
988,868171,46,home,4.00,7.00,1.68,1676127600
989,868171,47,away,1.00,4.00,1.36,1676127600
990,868166,35,home,1.00,5.00,1.56,1676136600
991,868166,34,away,1.00,7.00,1.32,1676136600
992,868170,63,home,0.00,6.00,1.81,1676210400
993,868170,33,away,2.00,5.00,1.12,1676210400
994,868173,50,home,3.00,9.00,3.36,1676219400
995,868173,66,away,1.00,2.00,0.27,1676219400
996,868172,40,home,2.00,6.00,2.33,1676318400
997,868172,45,away,0.00,1.00,0.36,1676318400
998,881092,44,home,1.00,5.00,1.00,1676404800
999,881092,38,away,1.00,1.00,1.00,1676404800
1000,868057,42,home,1.00,1.00,1.64,1676489400
1001,868057,50,away,3.00,6.00,1.80,1676489400
1002,881098,59,home,1.00,2.00,1.00,1676490300
1003,881098,1359,away,1.00,3.00,1.00,1676490300
1004,881099,62,home,1.00,10.00,1.00,1676491200
1005,881099,70,away,3.00,5.00,3.00,1676491200
1006,868176,66,home,2.00,5.00,0.51,1676723400
1007,868176,42,away,4.00,5.00,3.28,1676723400
1008,881110,58,home,3.00,6.00,3.00,1676723400
1009,881110,62,away,2.00,6.00,2.00,1676723400
1010,868183,65,home,1.00,1.00,0.95,1676732400
1011,868183,50,away,1.00,6.00,2.40,1676732400
1012,868180,45,home,1.00,6.00,1.47,1676732400
1013,868180,63,away,0.00,0.00,0.54,1676732400
1014,868179,49,home,0.00,5.00,1.62,1676732400
1015,868179,41,away,1.00,5.00,0.60,1676732400
1016,868185,39,home,0.00,4.00,1.29,1676732400
1017,868185,35,away,1.00,1.00,1.07,1676732400
1018,868178,51,home,0.00,7.00,2.22,1676732400
1019,868178,36,away,1.00,2.00,0.34,1676732400
1020,868177,55,home,1.00,5.00,0.89,1676732400
1021,868177,52,away,1.00,4.00,1.09,1676732400
1022,881108,1359,home,0.00,3.00,0.00,1676732400
1023,881108,44,away,1.00,2.00,1.00,1676732400
1024,868182,34,home,0.00,4.00,2.04,1676741400
1025,868182,40,away,2.00,7.00,1.87,1676741400
1026,868181,33,home,3.00,8.00,4.47,1676815200
1027,868181,46,away,0.00,3.00,1.63,1676815200
1028,868184,47,home,2.00,6.00,1.55,1676824200
1029,868184,48,away,0.00,1.00,0.48,1676824200
1030,881060,58,home,1.00,3.00,1.00,1677008700
1031,881060,44,away,1.00,3.00,1.00,1677008700
1032,985652,779,home,1.00,2.00,1.00,1677076200
1033,985652,1084,away,1.00,2.00,1.00,1677076200
1034,985648,597,home,0.00,3.00,0.00,1677085200
1035,985648,558,away,1.00,4.00,1.00,1677085200
1036,985650,1079,home,2.00,6.00,2.00,1677153600
1037,985650,1088,away,1.00,6.00,1.00,1677153600
1038,985654,555,home,3.00,11.00,3.00,1677162600
1039,985654,621,away,0.00,2.00,0.00,1677162600
1040,868189,36,home,1.00,5.00,0.46,1677268800
1041,868189,39,away,1.00,2.00,0.78,1677268800
1042,881117,44,home,4.00,12.00,4.00,1677337200
1043,881117,37,away,0.00,1.00,0.00,1677337200
1044,881123,62,home,1.00,4.00,1.00,1677337200
1045,881123,38,away,0.00,2.00,0.00,1677337200
1046,868191,46,home,0.00,0.00,0.02,1677337200
1047,868191,42,away,1.00,2.00,0.66,1677337200
1048,868190,63,home,1.00,4.00,0.91,1677337200
1049,868190,41,away,0.00,2.00,0.38,1677337200
1050,881115,54,home,0.00,0.00,0.00,1677337200
1051,881115,1359,away,1.00,5.00,1.00,1677337200
1052,868195,48,home,4.00,5.00,2.73,1677337200
1053,868195,65,away,0.00,3.00,0.42,1677337200
1054,868188,45,home,0.00,5.00,1.71,1677337200
1055,868188,66,away,2.00,5.00,1.94,1677337200
1056,868186,35,home,1.00,2.00,1.32,1677346200
1057,868186,50,away,4.00,5.00,2.52,1677346200
1058,868187,52,home,0.00,0.00,0.70,1677354300
1059,868187,40,away,0.00,4.00,0.90,1677354300
1060,868194,47,home,2.00,3.00,0.80,1677418200
1061,868194,49,away,0.00,2.00,0.42,1677418200
1062,998280,33,home,2.00,10.00,2.00,1677429000
1063,998280,34,away,0.00,2.00,0.00,1677429000
1064,985653,1084,home,2.00,4.00,2.00,1677506400
1065,985653,779,away,1.00,4.00,1.00,1677506400
1066,985649,558,home,4.00,8.00,4.00,1677517200
1067,985649,597,away,2.00,8.00,2.00,1677517200
1068,985655,621,home,1.00,7.00,1.00,1677601800
1069,985655,555,away,0.00,2.00,0.00,1677601800
1070,1004838,36,home,2.00,3.00,2.00,1677613500
1071,1004838,63,away,0.00,6.00,0.00,1677613500
1072,880990,1359,home,2.00,4.00,2.00,1677614400
1073,880990,58,away,2.00,3.00,2.00,1677614400
1074,985651,1088,home,1.00,3.00,1.00,1677690000
1075,985651,1079,away,1.00,5.00,1.00,1677690000
1076,868007,42,home,4.00,5.00,2.65,1677699900
1077,868007,45,away,0.00,5.00,1.17,1677699900
1078,997626,33,home,3.00,8.00,3.00,1677699900
1079,997626,48,away,1.00,7.00,1.00,1677699900
1080,1004841,62,home,1.00,1.00,1.00,1677700500
1081,1004841,47,away,0.00,4.00,0.00,1677700500
1082,868012,40,home,2.00,6.00,2.61,1677700800
1083,868012,39,away,0.00,1.00,0.92,1677700800
1084,880010,1993,home,1.00,2.00,1.00,1677859200
1085,880010,1994,away,1.00,4.00,1.00,1677859200
1086,880004,558,home,2.00,7.00,2.00,1677927600
1087,880004,1084,away,2.00,3.00,2.00,1677927600
1088,881127,67,home,1.00,2.00,1.00,1677933000
1089,881127,62,away,0.00,4.00,0.00,1677933000
1090,868202,50,home,2.00,3.00,1.34,1677933000
1091,868202,34,away,0.00,2.00,0.43,1677933000
1092,880008,1085,home,3.00,7.00,3.00,1677936600
1093,880008,1080,away,1.00,3.00,1.00,1677936600
1094,880003,596,home,3.00,12.00,3.00,1677936600
1095,880003,2011,away,0.00,0.00,0.00,1677936600
1096,868200,49,home,1.00,3.00,1.46,1677942000
1097,868200,63,away,0.00,2.00,1.05,1677942000
1098,868199,51,home,4.00,9.00,3.70,1677942000
1099,868199,48,away,0.00,2.00,0.33,1677942000
1100,868205,39,home,1.00,5.00,0.52,1677942000
1101,868205,47,away,0.00,6.00,1.20,1677942000
1102,881128,1356,home,0.00,0.00,0.00,1677942000
1103,881128,44,away,0.00,5.00,0.00,1677942000
1104,881132,1359,home,1.00,4.00,1.00,1677942000
1105,881132,76,away,0.00,3.00,0.00,1677942000
1106,868196,42,home,3.00,9.00,2.17,1677942000
1107,868196,35,away,2.00,4.00,1.33,1677942000
1108,868197,66,home,1.00,1.00,1.20,1677942000
1109,868197,52,away,0.00,0.00,0.17,1677942000
1110,880005,779,home,1.00,5.00,1.00,1677947400
1111,880005,597,away,3.00,7.00,3.00,1677947400
1112,868204,41,home,1.00,5.00,1.38,1677951000
1113,868204,46,away,0.00,0.00,1.93,1677951000
1114,880007,1088,home,1.00,3.00,1.00,1678014000
1115,880007,1079,away,0.00,8.00,0.00,1678014000
1116,880006,621,home,2.00,8.00,2.00,1678023000
1117,880006,3985,away,2.00,3.00,2.00,1678023000
1118,868203,65,home,2.00,4.00,0.84,1678024800
1119,868203,45,away,2.00,3.00,1.70,1678024800
1120,868201,40,home,7.00,8.00,2.78,1678033800
1121,868201,33,away,0.00,4.00,0.82,1678033800
1122,880009,2012,home,2.00,4.00,2.00,1678033800
1123,880009,555,away,0.00,3.00,0.00,1678033800
1124,881491,6831,home,1.00,1.00,1.00,1678113000
1125,881491,1083,away,2.00,2.00,2.00,1678113000
1126,881493,2006,home,2.00,2.00,2.00,1678122000
1127,881493,1087,away,0.00,0.00,0.00,1678122000
1128,868198,55,home,3.00,6.00,2.20,1678132800
1129,868198,36,away,2.00,5.00,1.52,1678132800
1130,881063,53,home,0.00,3.00,0.00,1678219200
1131,881063,62,away,1.00,4.00,1.00,1678219200
1132,880017,2012,home,0.00,2.00,0.00,1678464000
1133,880017,1080,away,4.00,4.00,4.00,1678464000
1134,880018,3985,home,0.00,5.00,0.00,1678532400
1135,880018,1084,away,1.00,4.00,1.00,1678532400
1136,868206,35,home,1.00,2.00,0.86,1678537800
1137,868206,40,away,0.00,6.00,1.75,1678537800
1138,880016,1085,home,0.00,5.00,0.00,1678541400
1139,880016,597,away,1.00,1.00,1.00,1678541400
1140,880012,558,home,3.00,10.00,3.00,1678541400
1141,880012,1993,away,2.00,2.00,2.00,1678541400
1142,868214,47,home,3.00,7.00,2.00,1678546800
1143,868214,65,away,1.00,5.00,1.54,1678546800
1144,868210,63,home,2.00,4.00,1.66,1678546800
1145,868210,51,away,2.00,2.00,1.89,1678546800
1146,881147,62,home,0.00,5.00,0.00,1678546800
1147,881147,1359,away,1.00,1.00,1.00,1678546800
1148,868211,46,home,1.00,7.00,2.52,1678546800
1149,868211,49,away,3.00,6.00,1.57,1678546800
1150,881141,44,home,3.00,7.00,3.00,1678546800
1151,881141,61,away,0.00,2.00,0.00,1678546800
1152,868208,45,home,1.00,6.00,1.03,1678546800
1153,868208,55,away,0.00,4.00,2.10,1678546800
1154,880014,621,home,3.00,4.00,3.00,1678550400
1155,880014,1088,away,1.00,1.00,1.00,1678550400
1156,868207,52,home,0.00,0.00,0.21,1678555800
1157,868207,50,away,1.00,4.00,2.08,1678555800
1158,880011,596,home,3.00,9.00,3.00,1678618800
1159,880011,1994,away,2.00,6.00,2.00,1678618800
1160,881506,2015,home,0.00,0.00,0.00,1678622400
1161,881506,2006,away,3.00,3.00,3.00,1678622400
1162,881499,1083,home,1.00,1.00,1.00,1678622400
1163,881499,6834,away,0.00,0.00,0.00,1678622400
1164,880015,555,home,4.00,6.00,4.00,1678627800
1165,880015,1079,away,0.00,1.00,0.00,1678627800
1166,868215,48,home,1.00,6.00,2.22,1678629600
1167,868215,66,away,1.00,4.00,1.58,1678629600
1168,868212,33,home,0.00,4.00,0.86,1678629600
1169,868212,41,away,0.00,4.00,1.11,1678629600
1170,868209,36,home,0.00,2.00,0.85,1678629600
1171,868209,42,away,3.00,7.00,2.38,1678629600
1172,868213,34,home,2.00,8.00,1.81,1678638600
1173,868213,39,away,1.00,4.00,1.11,1678638600
1174,880013,779,home,2.00,5.00,2.00,1678638600
1175,880013,2011,away,1.00,6.00,1.00,1678638600
1176,1011482,558,home,1.00,2.00,1.00,1678813200
1177,1011482,1084,away,1.00,5.00,1.00,1678813200
1178,1011976,1085,home,0.00,2.00,0.00,1678881600
1179,1011976,621,away,3.00,8.00,3.00,1678881600
1180,1011484,1079,home,2.00,2.00,2.00,1678890600
1181,1011484,555,away,2.00,4.00,2.00,1678890600
1182,1011974,596,home,1.00,4.00,1.00,1678899600
1183,1011974,1088,away,1.00,1.00,1.00,1678899600
1184,868018,51,home,1.00,5.00,0.60,1678908600
1185,868018,52,away,0.00,3.00,1.20,1678908600
1186,868014,41,home,0.00,1.00,0.52,1678908600
1187,868014,55,away,2.00,5.00,1.88,1678908600
1188,881161,1359,home,1.00,6.00,1.00,1678909500
1189,881161,56,away,0.00,3.00,0.00,1678909500
1190,881160,64,home,1.00,6.00,1.00,1678909500
1191,881160,44,away,3.00,3.00,3.00,1678909500
1192,881162,746,home,1.00,3.00,1.00,1678910400
1193,881162,62,away,2.00,4.00,2.00,1678910400
1194,1011977,2011,home,0.00,1.00,0.00,1678978800
1195,1011977,779,away,1.00,4.00,1.00,1678978800
1196,868223,65,home,1.00,3.00,0.37,1679083200
1197,868223,34,away,2.00,4.00,2.48,1679083200
1198,880022,1080,home,2.00,7.00,2.00,1679130000
1199,880022,558,away,0.00,1.00,0.00,1679130000
1200,880025,1084,home,0.00,3.00,0.00,1679138100
1201,880025,1088,away,1.00,3.00,1.00,1679138100
1202,880024,1993,home,3.00,6.00,3.00,1679146200
1203,880024,2012,away,0.00,0.00,0.00,1679146200
1204,881516,6801,home,0.00,0.00,0.00,1679148000
1205,881516,1083,away,0.00,0.00,0.00,1679148000
1206,868225,39,home,2.00,8.00,2.78,1679151600
1207,868225,63,away,4.00,4.00,1.62,1679151600
1208,868224,41,home,3.00,7.00,2.51,1679151600
1209,868224,47,away,3.00,3.00,2.27,1679151600
1210,868217,66,home,3.00,9.00,3.66,1679151600
1211,868217,35,away,0.00,3.00,1.36,1679151600
1212,868218,55,home,1.00,2.00,0.64,1679151600
1213,868218,46,away,1.00,1.00,1.35,1679151600
1214,881172,746,home,1.00,4.00,1.00,1679151600
1215,881172,1359,away,1.00,3.00,1.00,1679151600
1216,880021,597,home,3.00,6.00,3.00,1679157000
1217,880021,621,away,2.00,6.00,2.00,1679157000
1218,868220,49,home,2.00,7.00,2.37,1679160600
1219,868220,45,away,2.00,3.00,1.27,1679160600
1220,1011478,50,home,6.00,10.00,6.00,1679161500
1221,1011478,44,away,0.00,3.00,0.00,1679161500
1222,880026,1994,home,0.00,2.00,0.00,1679223600
1223,880026,779,away,1.00,6.00,1.00,1679223600
1224,880023,2011,home,1.00,9.00,1.00,1679232600
1225,880023,3985,away,1.00,4.00,1.00,1679232600
1226,880019,1079,home,0.00,8.00,0.00,1679232600
1227,880019,1085,away,1.00,3.00,1.00,1679232600
1228,868216,42,home,4.00,5.00,1.57,1679234400
1229,868216,52,away,1.00,5.00,0.78,1679234400
1230,880020,555,home,1.00,7.00,1.00,1679243400
1231,880020,596,away,0.00,1.00,0.00,1679243400
1232,1011479,33,home,3.00,10.00,3.00,1679243400
1233,1011479,36,away,1.00,6.00,1.00,1679243400
1234,881517,6787,home,0.00,0.00,0.00,1679738400
1235,881517,1083,away,0.00,0.00,0.00,1679738400
1236,881177,44,home,0.00,3.00,0.00,1680289200
1237,881177,746,away,0.00,3.00,0.00,1680289200
1238,880032,2011,home,0.00,2.00,0.00,1680346800
1239,880032,597,away,4.00,6.00,4.00,1680346800
1240,880031,1088,home,0.00,6.00,0.00,1680346800
1241,880031,2012,away,2.00,2.00,2.00,1680346800
1242,881182,1359,home,2.00,6.00,2.00,1680348600
1243,881182,38,away,0.00,1.00,0.00,1680348600
1244,868232,50,home,4.00,8.00,2.96,1680348600
1245,868232,40,away,1.00,1.00,0.33,1680348600
1246,880028,558,home,0.00,6.00,0.00,1680355800
1247,880028,1085,away,0.00,1.00,0.00,1680355800
1248,868226,35,home,2.00,7.00,2.65,1680357600
1249,868226,36,away,1.00,2.00,0.84,1680357600
1250,868228,51,home,3.00,15.00,4.47,1680357600
1251,868228,55,away,3.00,5.00,1.60,1680357600
1252,868230,52,home,2.00,9.00,2.42,1680357600
1253,868230,46,away,1.00,2.00,0.22,1680357600
1254,868234,65,home,1.00,7.00,1.32,1680357600
1255,868234,39,away,1.00,1.00,0.49,1680357600
1256,881183,71,home,0.00,1.00,0.00,1680357600
1257,881183,62,away,1.00,1.00,1.00,1680357600
1258,868227,42,home,4.00,6.00,3.78,1680357600
1259,868227,63,away,1.00,5.00,0.72,1680357600
1260,880027,596,home,2.00,6.00,2.00,1680364800
1261,880027,1084,away,0.00,1.00,0.00,1680364800
1262,868229,49,home,0.00,8.00,2.16,1680366600
1263,868229,66,away,2.00,2.00,0.92,1680366600
1264,880034,1994,home,0.00,2.00,0.00,1680433200
1265,880034,621,away,6.00,12.00,6.00,1680433200
1266,880030,1079,home,1.00,5.00,1.00,1680433200
1267,880030,1080,away,1.00,3.00,1.00,1680433200
1268,881529,1083,home,1.00,1.00,1.00,1680436800
1269,881529,6833,away,1.00,1.00,1.00,1680436800
1270,881530,6813,home,0.00,0.00,0.00,1680436800
1271,881530,2006,away,0.00,0.00,0.00,1680436800
1272,868235,48,home,1.00,2.00,1.40,1680440400
1273,868235,41,away,0.00,3.00,0.30,1680440400
1274,880033,1993,home,0.00,2.00,0.00,1680442200
1275,880033,555,away,2.00,6.00,2.00,1680442200
1276,868233,34,home,2.00,6.00,3.68,1680449400
1277,868233,33,away,0.00,1.00,0.43,1680449400
1278,880029,779,home,2.00,9.00,2.00,1680451200
1279,880029,3985,away,1.00,2.00,1.00,1680451200
1280,868231,45,home,1.00,6.00,0.91,1680548400
1281,868231,47,away,1.00,2.00,1.44,1680548400
1282,1011483,1084,home,2.00,4.00,2.00,1680616800
1283,1011483,558,away,1.00,6.00,1.00,1680616800
1284,868006,35,home,0.00,3.00,1.74,1680633900
1285,868006,51,away,2.00,6.00,2.67,1680633900
1286,868010,63,home,2.00,6.00,1.86,1680633900
1287,868010,65,away,1.00,1.00,0.80,1680633900
1288,868011,46,home,1.00,4.00,0.47,1680633900
1289,868011,66,away,2.00,5.00,1.02,1680633900
1290,868019,49,home,0.00,3.00,2.17,1680634800
1291,868019,40,away,0.00,4.00,0.35,1680634800
1292,1011485,555,home,1.00,1.00,1.00,1680712200
1293,1011485,1079,away,0.00,0.00,0.00,1680712200
1294,868192,33,home,1.00,3.00,1.20,1680721200
1295,868192,55,away,0.00,1.00,0.71,1680721200
1296,868015,48,home,1.00,2.00,0.98,1680721200
1297,868015,34,away,5.00,8.00,3.29,1680721200
1298,1017113,621,home,1.00,1.00,1.00,1680800400
1299,1017113,779,away,1.00,1.00,1.00,1680800400
1300,881190,58,home,0.00,4.00,0.00,1680867000
1301,881190,1359,away,0.00,2.00,0.00,1680867000
1302,881194,62,home,1.00,4.00,1.00,1680876000
1303,881194,61,away,0.00,1.00,0.00,1680876000
1304,881542,2006,home,0.00,0.00,0.00,1680888600
1305,881542,6822,away,0.00,0.00,0.00,1680888600
1306,881189,70,home,1.00,3.00,1.00,1680894000
1307,881189,44,away,2.00,4.00,2.00,1680894000
1308,880041,3985,home,2.00,4.00,2.00,1680951600
1309,880041,1993,away,0.00,4.00,0.00,1680951600
1310,868242,33,home,2.00,11.00,3.46,1680953400
1311,868242,45,away,0.00,1.00,1.02,1680953400
1312,880039,1085,home,2.00,5.00,2.00,1680960600
1313,880039,1084,away,0.00,1.00,0.00,1680960600
1314,868244,47,home,2.00,3.00,0.83,1680962400
1315,868244,51,away,1.00,4.00,1.43,1680962400
1316,868238,36,home,0.00,3.00,0.68,1680962400
1317,868238,48,away,1.00,5.00,1.09,1680962400
1318,868237,55,home,1.00,6.00,2.57,1680962400
1319,868237,34,away,2.00,4.00,1.31,1680962400
1320,868245,39,home,1.00,4.00,0.55,1680962400
1321,868245,49,away,0.00,1.00,1.13,1680962400
1322,868236,66,home,2.00,3.00,1.30,1680962400
1323,868236,65,away,0.00,2.00,0.25,1680962400
1324,868240,46,home,0.00,4.00,0.69,1680962400
1325,868240,35,away,1.00,7.00,2.15,1680962400
1326,880035,558,home,3.00,7.00,3.00,1680971400
1327,880035,1088,away,3.00,4.00,3.00,1680971400
1328,868243,41,home,1.00,1.00,0.41,1680971400
1329,868243,50,away,4.00,8.00,2.91,1680971400
1330,880040,2012,home,1.00,4.00,1.00,1681038000
1331,880040,1079,away,2.00,3.00,2.00,1681038000
1332,868239,63,home,1.00,7.00,0.93,1681045200
1333,868239,52,away,5.00,8.00,3.15,1681045200
1334,880037,555,home,3.00,8.00,3.00,1681047000
1335,880037,1994,away,0.00,1.00,0.00,1681047000
1336,868241,40,home,2.00,6.00,3.96,1681054200
1337,868241,42,away,2.00,5.00,1.41,1681054200
1338,880036,621,home,3.00,4.00,3.00,1681056000
1339,880036,2011,away,1.00,5.00,1.00,1681056000
1340,880038,597,home,1.00,1.00,1.00,1681059600
1341,880038,596,away,2.00,5.00,2.00,1681059600
1342,880042,1080,home,2.00,8.00,2.00,1681135200
1343,880042,779,away,2.00,5.00,2.00,1681135200
1344,881206,1359,home,3.00,4.00,3.00,1681135200
1345,881206,1356,away,1.00,5.00,1.00,1681135200
1346,881201,44,home,2.00,6.00,2.00,1681153200
1347,881201,62,away,0.00,1.00,0.00,1681153200
1348,881550,1089,home,1.00,1.00,1.00,1681547400
1349,881550,2006,away,1.00,1.00,1.00,1681547400
1350,880044,1079,home,0.00,5.00,0.00,1681556400
1351,880044,1994,away,0.00,3.00,0.00,1681556400
1352,880045,1088,home,3.00,7.00,3.00,1681556400
1353,880045,2011,away,1.00,2.00,1.00,1681556400
1354,868246,66,home,3.00,6.00,1.93,1681558200
1355,868246,34,away,0.00,2.00,0.52,1681558200
1356,881218,62,home,4.00,7.00,4.00,1681558200
1357,881218,43,away,1.00,6.00,1.00,1681558200
1358,881547,1083,home,3.00,3.00,3.00,1681563600
1359,881547,1998,away,0.00,0.00,0.00,1681563600
1360,880050,1084,home,1.00,2.00,1.00,1681565400
1361,880050,555,away,2.00,6.00,2.00,1681565400
1362,880046,2012,home,0.00,4.00,0.00,1681565400
1363,880046,621,away,2.00,9.00,2.00,1681565400
1364,868252,41,home,0.00,4.00,0.78,1681567200
1365,868252,52,away,2.00,2.00,0.87,1681567200
1366,868248,45,home,1.00,7.00,1.40,1681567200
1367,868248,36,away,3.00,7.00,1.82,1681567200
1368,868255,39,home,2.00,9.00,0.76,1681567200
1369,868255,55,away,0.00,3.00,1.17,1681567200
1370,868247,49,home,1.00,2.00,0.54,1681567200
1371,868247,51,away,2.00,10.00,2.94,1681567200
1372,881216,53,home,0.00,0.00,0.00,1681567200
1373,881216,44,away,0.00,1.00,0.00,1681567200
1374,881217,73,home,0.00,0.00,0.00,1681567200
1375,881217,1359,away,2.00,5.00,2.00,1681567200
1376,868253,47,home,2.00,8.00,2.23,1681568100
1377,868253,35,away,3.00,6.00,1.31,1681568100
1378,880047,3985,home,1.00,6.00,1.00,1681574400
1379,880047,558,away,2.00,7.00,2.00,1681574400
1380,868250,50,home,3.00,4.00,2.06,1681576200
1381,868250,46,away,1.00,4.00,2.36,1681576200
1382,880048,1080,home,1.00,3.00,1.00,1681642800
1383,880048,597,away,4.00,4.00,4.00,1681642800
1384,868254,48,home,2.00,3.00,1.81,1681650000
1385,868254,42,away,2.00,5.00,2.75,1681650000
1386,880049,1993,home,1.00,3.00,1.00,1681651800
1387,880049,1085,away,1.00,4.00,1.00,1681651800
1388,868251,65,home,0.00,0.00,0.73,1681659000
1389,868251,33,away,2.00,8.00,3.48,1681659000
1390,880043,779,home,0.00,4.00,0.00,1681660800
1391,880043,596,away,0.00,1.00,0.00,1681660800
1392,868249,63,home,1.00,3.00,1.38,1681758000
1393,868249,40,away,6.00,7.00,2.73,1681758000
1394,881226,62,home,1.00,3.00,1.00,1681843500
1395,881226,56,away,0.00,1.00,0.00,1681843500
1396,881225,73,home,2.00,5.00,2.00,1681843500
1397,881225,44,away,2.00,8.00,2.00,1681843500
1398,1020904,555,home,1.00,8.00,1.00,1681920000
1399,1020904,1084,away,1.00,1.00,1.00,1681920000
1400,1020906,621,home,2.00,2.00,2.00,1681920000
1401,1020906,1079,away,2.00,2.00,2.00,1681920000
1402,881234,53,home,1.00,2.00,1.00,1681930800
1403,881234,1359,away,1.00,6.00,1.00,1681930800
1404,868257,42,home,3.00,6.00,2.59,1682103600
1405,868257,41,away,3.00,6.00,1.33,1682103600
1406,880058,1994,home,4.00,7.00,4.00,1682161200
1407,880058,3985,away,2.00,8.00,2.00,1682161200
1408,868261,36,home,2.00,5.00,1.68,1682163000
1409,868261,63,away,1.00,2.00,0.89,1682163000
1410,880056,1993,home,1.00,3.00,1.00,1682170200
1411,880056,1080,away,3.00,6.00,3.00,1682170200
1412,868262,46,home,2.00,8.00,2.43,1682172000
1413,868262,39,away,1.00,3.00,0.90,1682172000
1414,881237,44,home,1.00,6.00,1.00,1682172000
1415,881237,72,away,2.00,5.00,2.00,1682172000
1416,868260,52,home,0.00,2.00,0.51,1682172000
1417,868260,45,away,0.00,5.00,0.39,1682172000
1418,868258,55,home,1.00,5.00,2.74,1682172000
1419,868258,66,away,1.00,2.00,1.74,1682172000
1420,868263,40,home,3.00,6.00,2.84,1682172000
1421,868263,65,away,2.00,5.00,0.85,1682172000
1422,1017112,50,home,3.00,4.00,3.00,1682178300
1423,1017112,62,away,0.00,1.00,0.00,1682178300
1424,880051,596,home,3.00,8.00,3.00,1682179200
1425,880051,1088,away,1.00,3.00,1.00,1682179200
1426,881559,2006,home,3.00,3.00,3.00,1682186400
1427,881559,1078,away,2.00,2.00,2.00,1682186400
1428,880057,1084,home,1.00,4.00,1.00,1682240400
1429,880057,779,away,3.00,6.00,3.00,1682240400
1430,880055,2011,home,2.00,2.00,2.00,1682247600
1431,880055,1079,away,1.00,4.00,1.00,1682247600
1432,868265,34,home,6.00,8.00,3.85,1682254800
1433,868265,47,away,1.00,3.00,1.03,1682254800
1434,868256,35,home,0.00,5.00,1.52,1682254800
1435,868256,48,away,4.00,10.00,2.43,1682254800
1436,880054,1085,home,1.00,6.00,1.00,1682256600
1437,880054,2012,away,0.00,2.00,0.00,1682256600
1438,1017111,51,home,0.00,5.00,0.00,1682263800
1439,1017111,33,away,0.00,6.00,0.00,1682263800
1440,880053,555,home,1.00,10.00,1.00,1682267400
1441,880053,597,away,1.00,2.00,1.00,1682267400
1442,880052,558,home,4.00,7.00,4.00,1682352000
1443,880052,621,away,3.00,6.00,3.00,1682352000
1444,881242,1359,home,2.00,3.00,2.00,1682362800
1445,881242,70,away,1.00,1.00,1.00,1682362800
1446,868271,39,home,2.00,3.00,1.36,1682447400
1447,868271,52,away,0.00,4.00,0.77,1682447400
1448,868272,66,home,1.00,3.00,1.02,1682448300
1449,868272,36,away,0.00,0.00,0.10,1682448300
1450,881163,67,home,0.00,5.00,0.00,1682449200
1451,881163,44,away,1.00,1.00,1.00,1682449200
1452,868267,63,home,1.00,3.00,1.68,1682449200
1453,868267,46,away,1.00,3.00,2.19,1682449200
1454,868268,65,home,3.00,5.00,2.43,1682533800
1455,868268,51,away,1.00,7.00,2.34,1682533800
1456,868273,49,home,0.00,4.00,1.27,1682534700
1457,868273,55,away,2.00,1.00,1.15,1682534700
1458,868270,48,home,1.00,2.00,0.80,1682534700
1459,868270,40,away,2.00,4.00,2.11,1682534700
1460,868275,50,home,4.00,9.00,2.53,1682535600
1461,868275,42,away,1.00,2.00,0.48,1682535600
1462,881170,62,home,2.00,4.00,2.00,1682535600
1463,881170,60,away,0.00,4.00,0.00,1682535600
1464,868274,41,home,0.00,2.00,0.50,1682621100
1465,868274,35,away,1.00,2.00,0.95,1682621100
1466,868266,45,home,1.00,5.00,0.87,1682621100
1467,868266,34,away,4.00,8.00,2.43,1682621100
1468,868269,47,home,2.00,7.00,2.48,1682622900
1469,868269,33,away,2.00,8.00,2.03,1682622900
1470,880062,1088,home,0.00,6.00,0.00,1682701200
1471,880062,1993,away,2.00,3.00,2.00,1682701200
1472,880061,1079,home,1.00,4.00,1.00,1682766000
1473,880061,596,away,5.00,10.00,5.00,1682766000
1474,868280,52,home,4.00,6.00,2.13,1682767800
1475,868280,48,away,3.00,4.00,1.86,1682767800
1476,880064,1085,home,1.00,3.00,1.00,1682775000
1477,880064,555,away,3.00,5.00,3.00,1682775000
1478,868278,55,home,2.00,8.00,1.62,1682776800
1479,868278,65,away,1.00,3.00,0.72,1682776800
1480,881249,56,home,1.00,1.00,1.00,1682776800
1481,881249,44,away,2.00,7.00,2.00,1682776800
1482,881255,62,home,4.00,10.00,4.00,1682776800
1483,881255,59,away,1.00,4.00,1.00,1682776800
1484,868279,51,home,6.00,8.00,3.34,1682776800
1485,868279,39,away,0.00,2.00,0.75,1682776800
1486,881562,2001,home,0.00,0.00,0.00,1682778600
1487,881562,2006,away,0.00,0.00,0.00,1682778600
1488,880060,621,home,1.00,5.00,1.00,1682784000
1489,880060,1084,away,1.00,5.00,1.00,1682784000
1490,880059,558,home,1.00,6.00,1.00,1682785800
1491,880059,779,away,1.00,2.00,1.00,1682785800
1492,880066,1080,home,1.00,6.00,1.00,1682852400
1493,880066,2011,away,0.00,3.00,0.00,1682852400
1494,868281,36,home,1.00,1.00,0.19,1682859600
1495,868281,50,away,2.00,9.00,2.48,1682859600
1496,868285,34,home,3.00,5.00,4.38,1682859600
1497,868285,41,away,1.00,3.00,0.83,1682859600
