id,team_name,league,elo_rating,games,prev_elos
173,RB Leipzig,78,1976.03,78,"{1659879000: 1901.26, 1660397400: 1896.8, 1661013000: 1886.02, 1661607000: 1869.72, 1662222600: 1879.78, 1662816600: 1835.53, 1663432200: 1865.09, 1664631000: 1830.4299999999998, 1665235800: 1838.7999999999997, 1665851400: 1836.5699999999997, 1666108800: 1842.7999999999997, 1666445400: 1856.6399999999996, 1667050200: 1851.0599999999997, 1667658600: 1865.1599999999996, 1668022200: 1893.4099999999996, 1668263400: 1913.8599999999997, 1674243000: 1921.3899999999996, 1674581400: 1920.7899999999997, 1674847800: 1927.8999999999996, 1675270800: 1929.8599999999997, 1675521000: 1932.4999999999998, 1676136600: 1929.5199999999998, 1676730600: 1916.0599999999997, 1677335400: 1933.6299999999997, 1677871800: 1938.6999999999996, 1678545000: 1931.3299999999997, 1679149800: 1935.9499999999996, 1680355800: 1920.2099999999996, 1680720300: 1891.5899999999997, 1680971400: 1916.3299999999997, 1681565400: 1921.0199999999998, 1682263800: 1922.6899999999998, 1682775000: 1910.4799999999998, 1683053100: 1912.2899999999997, 1683379800: 1935.4099999999996, 1684078200: 1945.7899999999997, 1684600200: 1947.6499999999996, 1685194200: 1968.1699999999996, 1685815200: 1970.8699999999997}"
157,Bayern Munich,78,1968.32,72,"{1659724200: 1953.68, 1660491000: 1965.95, 1661095800: 1969.27, 1661617800: 1978.43, 1662211800: 1971.3700000000001, 1662816600: 1972.16, 1663421400: 1963.73, 1664562600: 1947.91, 1665246600: 1954.5500000000002, 1665941400: 1954.13, 1666205100: 1963.5900000000001, 1666445400: 1972.41, 1667050200: 1982.68, 1667658600: 1988.24, 1667935800: 1992.06, 1668274200: 1996.6, 1674243000: 2000.58, 1674588600: 2001.1799999999998, 1674927000: 1993.1299999999999, 1675280700: 1986.8899999999999, 1675614600: 1996.6, 1676125800: 2009.7099999999998, 1676730600: 2011.9399999999998, 1677429000: 1996.4399999999998, 1677951000: 2005.32, 1678545000: 2008.8799999999999, 1679243400: 2010.7399999999998, 1680366600: 1998.1499999999999, 1680633900: 2006.7099999999998, 1680960600: 1990.2499999999998, 1681565400: 1999.7499999999998, 1682170200: 1990.9799999999998, 1682861400: 1972.2499999999998, 1683390600: 1973.6199999999997, 1683984600: 1978.1399999999996, 1684600200: 1981.8899999999996, 1685194200: 1961.3699999999997}"
165,Borussia Dortmund,78,1939.02,73,"{1659803400: 1842.49, 1660329000: 1859.34, 1661002200: 1897.1599999999999, 1661607000: 1863.2199999999998, 1662143400: 1873.9899999999998, 1662816600: 1881.0999999999997, 1663421400: 1851.5399999999997, 1664631000: 1858.5199999999998, 1665246600: 1840.1199999999997, 1665934200: 1840.9499999999996, 1666195200: 1824.4699999999996, 1666445400: 1842.1299999999997, 1667061000: 1854.4699999999996, 1667658600: 1878.0999999999997, 1667928600: 1885.1599999999996, 1668195000: 1854.9699999999996, 1674397800: 1822.2399999999996, 1674667800: 1828.1399999999996, 1675009800: 1846.5199999999998, 1675521000: 1884.9899999999998, 1675885500: 1908.62, 1676125800: 1914.4499999999998, 1676824200: 1925.6499999999999, 1677335400: 1928.6799999999998, 1677871800: 1932.1999999999998, 1678555800: 1939.5699999999997, 1679160600: 1934.4299999999996, 1680366600: 1938.6199999999997, 1680720300: 1930.0599999999997, 1680960600: 1917.6899999999998, 1681565400: 1924.3899999999999, 1682181000: 1920.12, 1682706600: 1928.36, 1683473400: 1922.77, 1683995400: 1933.8899999999999, 1684683000: 1938.6999999999998, 1685194200: 1946.6399999999999}"
182,Union Berlin,78,1838.98,74,"{1659792600: 1844.41, 1660483800: 1851.8500000000001, 1661013000: 1851.1100000000001, 1661607000: 1867.41, 1662211800: 1898.99, 1662903000: 1897.4, 1663507800: 1918.38, 1664631000: 1922.17, 1665336600: 1904.63, 1665934200: 1909.68, 1666205100: 1917.92, 1666531800: 1920.3500000000001, 1667140200: 1904.44, 1667745000: 1907.99, 1668022200: 1883.68, 1668357000: 1868.29, 1674311400: 1842.1599999999999, 1674675000: 1853.1599999999999, 1674916200: 1868.84, 1675194300: 1885.24, 1675521000: 1898.64, 1676136600: 1904.2800000000002, 1676817000: 1917.7400000000002, 1677429000: 1909.1400000000003, 1677940200: 1900.2600000000002, 1678645800: 1893.2200000000003, 1679236200: 1894.2900000000002, 1680355800: 1910.8000000000002, 1680624000: 1914.3200000000002, 1680960600: 1898.5500000000002, 1681659000: 1885.15, 1682271000: 1869.66, 1682775000: 1887.5800000000002, 1683379800: 1883.3200000000002, 1683984600: 1854.2400000000002, 1684589400: 1873.7800000000002, 1685194200: 1832.4900000000002}"
168,Bayer Leverkusen,78,1826.51,69,"{1659803400: 1887.37, 1660397400: 1870.52, 1661002200: 1835.82, 1661607000: 1776.3999999999999, 1662211800: 1819.85, 1662816600: 1795.1299999999999, 1663421400: 1790.9999999999998, 1664562600: 1781.1099999999997, 1665235800: 1767.8199999999997, 1665840600: 1784.3599999999997, 1666445400: 1753.8299999999997, 1667050200: 1745.9699999999998, 1667745000: 1731.87, 1668015000: 1780.5, 1668263400: 1803.5, 1674405000: 1814.74, 1674675000: 1837.1, 1675009800: 1847.3799999999999, 1675452600: 1808.9099999999999, 1676125800: 1784.1299999999999, 1676831400: 1806.56, 1677421800: 1775.83, 1678026600: 1785.73, 1678638600: 1799.07, 1679243400: 1818.49, 1680355800: 1843.68, 1680960600: 1870.1200000000001, 1681666200: 1888.5000000000002, 1682263800: 1888.0900000000001, 1682775000: 1912.5100000000002, 1683311400: 1914.6400000000003, 1684071000: 1897.5400000000004, 1684690200: 1889.5000000000005, 1685194200: 1876.0200000000004}"
160,SC Freiburg,78,1814.15,77,"{1659274260: 1807.71, 1659792600: 1819.0, 1660329000: 1852.01, 1661002200: 1814.19, 1661538600: 1830.67, 1662211800: 1836.23, 1662910200: 1860.95, 1663522200: 1850.43, 1664631000: 1849.28, 1665329400: 1857.26, 1665941400: 1850.56, 1666195200: 1831.6399999999999, 1666445400: 1835.7499999999998, 1667147400: 1849.8999999999999, 1667752200: 1865.53, 1668022200: 1878.77, 1668357000: 1858.32, 1674311400: 1884.45, 1674675000: 1847.8, 1674916200: 1841.3999999999999, 1675521000: 1850.09, 1675789200: 1826.4599999999998, 1676125800: 1837.6499999999999, 1676730600: 1843.28, 1677421800: 1864.48, 1677940200: 1854.58, 1678631400: 1851.53, 1679250600: 1855.09, 1680355800: 1855.35, 1680633900: 1839.82, 1680960600: 1872.74, 1681651800: 1853.75, 1682256600: 1868.43, 1682775000: 1877.8500000000001, 1683053100: 1894.7300000000002, 1683379800: 1848.5000000000002, 1683984600: 1827.7500000000002, 1684521000: 1808.2100000000003, 1685194200: 1831.3300000000002}"
169,Eintracht Frankfurt,78,1787.53,73,"{1659379560: 1681.14, 1659724200: 1712.13, 1660397400: 1687.5800000000002, 1661088600: 1688.15, 1661700600: 1688.72, 1662222600: 1716.53, 1662816600: 1760.78, 1663421400: 1730.01, 1664631000: 1762.65, 1665235800: 1797.74, 1665840600: 1749.69, 1666456200: 1780.22, 1667061000: 1818.28, 1667658600: 1794.6499999999999, 1668022200: 1811.9099999999999, 1668349800: 1826.62, 1674311400: 1824.86, 1674675000: 1832.59, 1674927000: 1838.99, 1675521000: 1851.47, 1675799100: 1858.95, 1676219400: 1872.3300000000002, 1676741400: 1833.2500000000002, 1677335400: 1845.8000000000002, 1678033800: 1835.67, 1678545000: 1840.24, 1679236200: 1826.05, 1680287400: 1809.54, 1680624000: 1796.54, 1680960600: 1828.07, 1681576200: 1809.6899999999998, 1682181000: 1799.8999999999999, 1682775000: 1783.4299999999998, 1683139500: 1769.9599999999998, 1683379800: 1791.2499999999998, 1683984600: 1754.0199999999998, 1684589400: 1781.6199999999997, 1685194200: 1780.6699999999996, 1685815200: 1797.8499999999997}"
161,VfL Wolfsburg,78,1768.62,70,"{1659792600: 1710.24, 1660491000: 1704.13, 1661002200: 1697.48, 1661607000: 1691.33, 1662211800: 1681.27, 1662816600: 1651.57, 1663507800: 1682.34, 1664631000: 1674.76, 1665235800: 1686.78, 1665840600: 1692.58, 1666118700: 1692.75, 1666445400: 1709.5, 1667050200: 1717.36, 1667658600: 1735.27, 1667928600: 1783.01, 1668263400: 1813.2, 1674311400: 1832.55, 1674588600: 1869.2, 1674916200: 1893.31, 1675194300: 1866.05, 1675614600: 1852.6499999999999, 1676057400: 1826.4199999999998, 1676730600: 1817.4999999999998, 1677335400: 1782.3499999999997, 1678033800: 1816.4699999999996, 1678645800: 1811.8999999999996, 1679149800: 1810.8299999999997, 1680355800: 1827.1799999999996, 1681047000: 1813.2599999999995, 1681666200: 1781.4099999999996, 1682170200: 1781.8199999999997, 1682868600: 1815.0899999999997, 1683473400: 1842.6499999999996, 1683984600: 1820.3999999999996, 1684521000: 1827.1399999999996, 1685194200: 1804.0199999999998}"
172,VfB Stuttgart,78,1756.33,75,"{1659879000: 1634.8, 1660397400: 1643.71, 1661002200: 1652.46, 1661693400: 1635.98, 1662211800: 1648.72, 1662816600: 1643.81, 1663421400: 1660.6799999999998, 1664631000: 1628.0399999999997, 1665336600: 1616.0199999999998, 1665840600: 1605.9199999999998, 1666205100: 1631.4699999999998, 1666445400: 1646.5799999999997, 1667050200: 1634.2399999999998, 1667590200: 1650.1699999999998, 1667935800: 1634.4899999999998, 1668263400: 1648.6299999999999, 1674311400: 1637.3899999999999, 1674588600: 1635.11, 1674847800: 1642.58, 1675184400: 1638.6499999999999, 1675607400: 1659.34, 1676125800: 1623.31, 1676730600: 1617.6799999999998, 1677346200: 1657.9799999999998, 1677951000: 1639.5799999999997, 1678545000: 1632.4599999999998, 1679149800: 1646.6499999999999, 1680355800: 1630.3, 1680710400: 1623.26, 1681054200: 1639.48, 1681565400: 1665.81, 1682101800: 1674.35, 1682775000: 1675.8899999999999, 1683139500: 1692.4499999999998, 1683379800: 1671.1599999999999, 1684071000: 1649.4399999999998, 1684675800: 1657.4799999999998, 1685194200: 1710.2399999999998, 1685645100: 1702.9499999999998, 1685990700: 1724.7399999999998}"
192,FC Koln,78,1738.14,71,"{1659187860: 1779.95, 1659886200: 1770.5900000000001, 1660397400: 1787.2900000000002, 1661088600: 1798.0700000000002, 1661693400: 1797.5000000000002, 1662211800: 1784.7600000000002, 1662903000: 1814.4600000000003, 1663515000: 1793.4800000000002, 1664631000: 1786.2900000000002, 1665322200: 1804.6900000000003, 1665927000: 1775.8600000000004, 1666377000: 1785.8400000000004, 1667154600: 1752.6700000000003, 1667752200: 1746.3300000000004, 1668015000: 1733.0900000000004, 1668263400: 1710.0900000000004, 1674322200: 1680.5600000000004, 1674588600: 1714.6700000000003, 1675002600: 1730.7700000000002, 1675521000: 1725.6800000000003, 1676219400: 1731.6400000000003, 1676730600: 1770.7200000000003, 1677335400: 1730.4200000000003, 1677940200: 1696.3000000000004, 1678476600: 1710.3800000000003, 1679160600: 1661.8800000000003, 1680442200: 1653.4900000000002, 1680960600: 1649.7700000000002, 1681565400: 1687.5800000000002, 1682170200: 1688.5000000000002, 1682775000: 1723.2700000000002, 1683311400: 1706.39, 1683916200: 1740.5900000000001, 1684589400: 1752.3600000000001, 1685194200: 1752.0500000000002}"
